customer_id,location_latitude,location_longitude,address,city_id,preferred_delivery_window
1,19.454667710603562,78.22946007266697,Address_1,2,"('9 AM', '1 PM')"
2,23.68253112310906,86.96749151583866,Address_2,18,"('4 AM', '11 PM')"
3,23.825457609438878,91.20183837695268,Address_3,3,"('4 AM', '6 PM')"
4,19.86804481089059,75.37429720012366,Address_4,19,"('10 AM', '5 PM')"
5,24.761005922074485,84.34496784806286,Address_5,20,"('10 AM', '12 PM')"
6,27.580052945664026,76.44332800254466,Address_6,14,"('10 AM', '2 PM')"
7,23.84239128018927,91.3486956036649,Address_7,3,"('5 AM', '1 PM')"
8,27.247922878336524,77.81836685434932,Address_8,4,"('4 AM', '1 PM')"
9,24.71214594999063,84.37281825247564,Address_9,20,"('11 AM', '9 PM')"
10,23.71737416914988,92.69733175257431,Address_10,7,"('10 AM', '6 PM')"
