customer_id,location_latitude,location_longitude,address,city_id,preferred_delivery_window
1,20.69264384342324,76.90871786325827,Address_1,9,"('11 AM', '5 PM')"
2,21.211068484245786,81.45510458065704,Address_2,34,"('12 AM', '10 PM')"
3,28.082837269780835,79.18942378427523,Address_3,47,"('6 AM', '1 PM')"
4,15.064089282301266,76.74472935279783,Address_4,27,"('7 AM', '8 PM')"
5,24.709486426728738,84.34544065791603,Address_5,20,"('4 AM', '12 PM')"
6,31.624942743603125,74.86884810027962,Address_6,17,"('2 AM', '7 PM')"
7,9.483893289489025,76.38028270470168,Address_7,10,"('8 AM', '3 PM')"
8,9.49493732051191,76.32538682698642,Address_8,10,"('8 AM', '2 PM')"
9,23.87006142363106,91.26496129852339,Address_9,3,"('6 AM', '10 PM')"
10,27.577551932712595,81.69435953301112,Address_10,31,"('12 AM', '11 PM')"
11,12.991316163734098,77.55122511093414,Address_11,28,"('1 AM', '6 PM')"
12,28.383195686415174,77.86646191317084,Address_12,48,"('3 AM', '4 PM')"
13,20.814200296079306,77.8173855971596,Address_13,16,"('10 AM', '2 PM')"
14,26.4359091724692,89.54718319455817,Address_14,12,"('11 AM', '1 PM')"
15,20.081597127879892,79.14956260133026,Address_15,50,"('5 AM', '12 PM')"
16,27.23840833516962,77.99935546695734,Address_16,4,"('12 AM', '9 PM')"
17,23.367419634214514,87.96879088243985,Address_17,24,"('2 AM', '7 PM')"
18,23.092760479269625,87.95429791340663,Address_18,24,"('4 AM', '2 PM')"
19,20.936888783644978,75.6747541450491,Address_19,41,"('9 AM', '2 PM')"
20,23.80593073744963,91.2415231900839,Address_20,3,"('5 AM', '2 PM')"
21,28.087584592356002,73.20144974881622,Address_21,44,"('10 AM', '8 PM')"
22,28.84361576984261,79.00375232756168,Address_22,22,"('12 AM', '9 PM')"
23,20.061641696698736,79.39599387756121,Address_23,50,"('6 AM', '4 PM')"
24,19.88246670810766,79.16976854840318,Address_24,50,"('12 AM', '1 PM')"
25,27.80950338841112,81.69477900933175,Address_25,31,"('1 AM', '3 PM')"
26,21.78884210350798,72.04683299498045,Address_26,33,"('11 AM', '12 PM')"
27,23.232364866404847,87.85884879476858,Address_27,24,"('3 AM', '8 PM')"
28,23.24912258256117,77.39645220071907,Address_28,38,"('1 AM', '7 PM')"
29,17.83804520797615,77.57165746290946,Address_29,42,"('5 AM', '6 PM')"
30,25.423533752465755,74.65041067984933,Address_30,35,"('12 AM', '9 PM')"
31,23.480249672766547,87.9210140256664,Address_31,24,"('12 AM', '6 PM')"
32,28.73917264763762,79.02835663685568,Address_32,22,"('12 AM', '1 PM')"
33,23.06533234401505,72.60847280808812,Address_33,6,"('2 AM', '11 PM')"
34,20.941166023633574,77.82805949908082,Address_34,16,"('12 AM', '10 PM')"
35,23.03395969144899,72.55372382869233,Address_35,6,"('3 AM', '7 PM')"
36,28.203117877986397,79.38454189564564,Address_36,25,"('7 AM', '3 PM')"
37,28.0168370616922,73.29837808930824,Address_37,44,"('6 AM', '5 PM')"
38,20.925096294923602,77.78877012137367,Address_38,16,"('10 AM', '5 PM')"
39,16.86282334877343,75.67571543492396,Address_39,43,"('7 AM', '6 PM')"
40,20.911844857853897,77.77046376454538,Address_40,16,"('3 AM', '5 PM')"
41,21.71914853527061,72.16050369692012,Address_41,33,"('3 AM', '11 PM')"
42,16.89038295329248,75.89400513312773,Address_42,43,"('12 AM', '8 PM')"
43,25.422466769984336,81.86888864375521,Address_43,13,"('5 AM', '1 PM')"
44,19.431856738798068,84.85814836923203,Address_44,46,"('5 AM', '10 PM')"
45,23.601860450503963,86.95579063691555,Address_45,18,"('7 AM', '2 PM')"
46,34.27299507209184,74.5157275601238,Address_46,23,"('2 AM', '4 PM')"
47,28.25867332161525,79.3989322444796,Address_47,25,"('12 AM', '4 PM')"
48,23.293373008001307,77.48952753560317,Address_48,38,"('3 AM', '10 PM')"
49,20.991862174231933,77.78122386875411,Address_49,16,"('7 AM', '8 PM')"
50,21.822257238279395,72.09930252838015,Address_50,33,"('1 AM', '9 PM')"
51,27.425424125475956,76.64422534101648,Address_51,14,"('6 AM', '9 PM')"
52,34.01235398431963,74.33232047371706,Address_52,23,"('6 AM', '4 PM')"
53,9.559516676086096,76.23976558673328,Address_53,10,"('2 AM', '10 PM')"
54,20.51093025530464,76.8550822487492,Address_54,9,"('11 AM', '12 PM')"
55,27.58459247406269,81.67370381237937,Address_55,31,"('1 AM', '1 PM')"
56,13.049171861408297,77.53955218570147,Address_56,28,"('1 AM', '11 PM')"
57,21.21665649334667,81.44879006842595,Address_57,34,"('5 AM', '6 PM')"
58,22.87018095640191,88.51145445626844,Address_58,32,"('7 AM', '3 PM')"
59,24.87010786599433,84.38877393710996,Address_59,20,"('3 AM', '2 PM')"
60,19.47170554274667,73.07086831538481,Address_60,36,"('9 AM', '1 PM')"
61,23.290663866354475,87.90781714326945,Address_61,24,"('7 AM', '12 PM')"
62,21.774557574030375,72.15230057377933,Address_62,33,"('7 AM', '7 PM')"
63,19.962828850141346,79.31315566759974,Address_63,50,"('4 AM', '3 PM')"
64,11.11117952364862,75.8219352583142,Address_64,49,"('3 AM', '4 PM')"
65,28.034333445786068,79.03620922095723,Address_65,47,"('9 AM', '12 PM')"
66,9.519273780357091,76.26310403200421,Address_66,10,"('6 AM', '4 PM')"
67,19.286958577421768,84.66291002502618,Address_67,46,"('1 AM', '2 PM')"
68,22.973739960689695,88.53862095061133,Address_68,32,"('10 AM', '5 PM')"
69,27.595550734459856,81.69441741265497,Address_69,31,"('8 AM', '4 PM')"
70,23.044925950306403,87.7692663647986,Address_70,24,"('6 AM', '12 PM')"
71,23.36314063641607,69.85743967407942,Address_71,40,"('8 AM', '11 PM')"
72,19.38934956713117,78.3904163317708,Address_72,2,"('12 AM', '6 PM')"
73,28.45203080654356,77.73559571939636,Address_73,48,"('8 AM', '7 PM')"
74,17.837409395929647,77.54400733381624,Address_74,42,"('2 AM', '6 PM')"
75,15.869983071777304,74.53104091344076,Address_75,26,"('8 AM', '5 PM')"
76,16.749160063586626,75.66499298776473,Address_76,43,"('8 AM', '5 PM')"
77,27.68233016959578,81.62534690799662,Address_77,31,"('5 AM', '8 PM')"
78,19.500137901656316,78.2413826169595,Address_78,2,"('11 AM', '10 PM')"
79,22.21239698819846,82.11141593971678,Address_79,45,"('3 AM', '11 PM')"
80,26.29684546744887,74.82505994559813,Address_80,8,"('4 AM', '11 PM')"
81,23.699709497680733,87.00703187841236,Address_81,18,"('12 AM', '3 PM')"
82,26.528306039825424,74.63028149540078,Address_82,8,"('9 AM', '3 PM')"
83,20.333645029657074,85.7599543238062,Address_83,39,"('2 AM', '4 PM')"
84,28.348166195099285,77.73780818782112,Address_84,48,"('7 AM', '7 PM')"
85,28.365441287707,77.841114282614,Address_85,48,"('3 AM', '1 PM')"
86,23.95294356088966,91.25744536370418,Address_86,3,"('1 AM', '6 PM')"
87,23.2330822628979,87.86457678570301,Address_87,24,"('12 AM', '5 PM')"
88,15.050132107986775,76.97711529142319,Address_88,27,"('11 AM', '10 PM')"
89,19.862564849277163,75.3445806473508,Address_89,19,"('2 AM', '6 PM')"
90,30.33558385691081,76.87961543427618,Address_90,15,"('12 AM', '9 PM')"
91,24.758704800426642,84.42126537864887,Address_91,20,"('5 AM', '11 PM')"
92,28.127997429842036,78.87737783432648,Address_92,47,"('9 AM', '8 PM')"
93,9.43750276006691,76.40078259209336,Address_93,10,"('5 AM', '2 PM')"
94,15.013607867418868,77.05647084813602,Address_94,27,"('3 AM', '5 PM')"
95,34.330395354146354,74.13210741507463,Address_95,23,"('6 AM', '10 PM')"
96,26.4693977575998,89.53787539860846,Address_96,12,"('1 AM', '7 PM')"
97,20.842500292464006,77.75233557076635,Address_97,16,"('1 AM', '4 PM')"
98,21.84665850967951,72.11761630624166,Address_98,33,"('2 AM', '8 PM')"
99,28.05608682587869,79.21125955461945,Address_99,47,"('3 AM', '12 PM')"
100,27.71649783953622,81.75198675563847,Address_100,31,"('7 AM', '5 PM')"
101,15.193991161293722,76.84903252967256,Address_101,27,"('4 AM', '3 PM')"
102,23.83987300365715,91.27865406006843,Address_102,3,"('6 AM', '9 PM')"
103,23.8376817266514,91.28007540953573,Address_103,3,"('3 AM', '4 PM')"
104,15.092706975150302,77.08714223448625,Address_104,27,"('2 AM', '2 PM')"
105,20.50098808519644,77.03518042893742,Address_105,9,"('2 AM', '8 PM')"
106,21.792647245497456,72.09389635280371,Address_106,33,"('12 AM', '10 PM')"
107,28.086347456198805,78.95498284101369,Address_107,47,"('12 AM', '3 PM')"
108,17.873972544519255,77.55189907069943,Address_108,42,"('5 AM', '8 PM')"
109,22.890852778507178,88.31460731269043,Address_109,32,"('2 AM', '9 PM')"
110,26.012794610071374,80.67775720806354,Address_110,21,"('5 AM', '5 PM')"
111,25.263991374732246,86.99821521878839,Address_111,29,"('1 AM', '5 PM')"
112,19.91227683815465,75.28657569922548,Address_112,19,"('12 AM', '6 PM')"
113,23.238630679562412,69.66112016548004,Address_113,40,"('2 AM', '9 PM')"
114,23.25577410220047,77.39726355979344,Address_114,38,"('7 AM', '2 PM')"
115,31.664530271023832,74.78154809312267,Address_115,17,"('9 AM', '7 PM')"
116,20.79766925506955,76.81530473578464,Address_116,9,"('10 AM', '6 PM')"
117,25.787319467144187,80.82465359282256,Address_117,21,"('2 AM', '9 PM')"
118,27.872257246318693,77.96850134236338,Address_118,11,"('12 AM', '2 PM')"
119,25.35750442491033,87.06362328861965,Address_119,29,"('10 AM', '3 PM')"
120,23.209911878670646,69.6294822126622,Address_120,40,"('4 AM', '9 PM')"
121,28.565061973854714,78.08276838494794,Address_121,48,"('4 AM', '4 PM')"
122,23.199034684224625,69.86984446207903,Address_122,40,"('6 AM', '8 PM')"
123,22.776339609745367,88.56102333355422,Address_123,32,"('9 AM', '7 PM')"
124,28.4092433971904,79.57594352014148,Address_124,25,"('5 AM', '7 PM')"
125,22.966028207656368,88.49548522861909,Address_125,32,"('8 AM', '7 PM')"
126,19.139157633116348,74.63875449372593,Address_126,5,"('5 AM', '11 PM')"
127,19.891573347254862,75.21555372818334,Address_127,19,"('10 AM', '12 PM')"
128,9.600937356532638,76.38720280335644,Address_128,10,"('1 AM', '9 PM')"
129,15.727601090915506,74.58736010197347,Address_129,26,"('3 AM', '5 PM')"
130,15.114651034511771,76.80298869876094,Address_130,27,"('8 AM', '10 PM')"
131,28.445702134096962,78.06595810361728,Address_131,48,"('1 AM', '11 PM')"
132,17.874477719454678,77.54463365809677,Address_132,42,"('12 AM', '12 PM')"
133,23.07459509405458,72.67457454653794,Address_133,6,"('9 AM', '1 PM')"
134,30.233152376170885,74.01292714687057,Address_134,1,"('1 AM', '8 PM')"
135,34.204377005145545,74.39665695519689,Address_135,23,"('9 AM', '5 PM')"
136,19.084225140469336,74.74434391706554,Address_136,5,"('11 AM', '6 PM')"
137,22.186279772506204,82.15030009853767,Address_137,45,"('5 AM', '1 PM')"
138,30.374697936508905,76.7024072426202,Address_138,15,"('7 AM', '6 PM')"
139,23.869499809326918,91.28558647310116,Address_139,3,"('6 AM', '4 PM')"
140,28.770042994503463,79.05176188817941,Address_140,22,"('1 AM', '3 PM')"
141,23.09200038996333,69.54392289715076,Address_141,40,"('4 AM', '7 PM')"
142,24.669295437079246,84.43684757214602,Address_142,20,"('9 AM', '12 PM')"
143,22.203115089596743,81.97344691597291,Address_143,45,"('3 AM', '11 PM')"
144,19.17611994663256,84.83644241521208,Address_144,46,"('5 AM', '3 PM')"
145,23.284878454724364,87.82967075266302,Address_145,24,"('7 AM', '3 PM')"
146,23.329480786758317,69.71187460796712,Address_146,40,"('9 AM', '5 PM')"
147,16.946839713542534,75.68410358183337,Address_147,43,"('9 AM', '1 PM')"
148,25.329393516676234,74.66588081664226,Address_148,35,"('7 AM', '5 PM')"
149,34.1787547470882,74.55708161909426,Address_149,23,"('6 AM', '11 PM')"
150,25.92569694586631,80.90731632302024,Address_150,21,"('11 AM', '3 PM')"
151,17.91307988822808,77.5045232644619,Address_151,42,"('4 AM', '2 PM')"
152,9.453376776352824,76.21818853682643,Address_152,10,"('5 AM', '2 PM')"
153,19.17450529964931,73.06749217055962,Address_153,36,"('4 AM', '10 PM')"
154,19.042981715422574,74.66974777472458,Address_154,5,"('8 AM', '9 PM')"
155,27.94615864661463,73.29724725006275,Address_155,44,"('7 AM', '5 PM')"
156,27.892201292674994,78.03927463067245,Address_156,11,"('2 AM', '4 PM')"
157,25.86579063509115,80.77114622138416,Address_157,21,"('5 AM', '3 PM')"
158,19.764441860350235,79.31412739735127,Address_158,50,"('11 AM', '9 PM')"
159,23.743390269929748,91.33930322583589,Address_159,3,"('7 AM', '6 PM')"
160,28.721256021515625,76.37930397640841,Address_160,37,"('1 AM', '4 PM')"
161,23.703735344629457,92.69859790311644,Address_161,7,"('10 AM', '9 PM')"
162,20.36529102700914,85.8510001568733,Address_162,39,"('9 AM', '2 PM')"
163,27.5651391487198,81.5570771013526,Address_163,31,"('10 AM', '11 PM')"
164,16.091471238939437,74.4699643700458,Address_164,26,"('4 AM', '1 PM')"
165,21.02096881097368,77.8642435356766,Address_165,16,"('8 AM', '2 PM')"
166,27.901586926427264,78.15136572309787,Address_166,11,"('9 AM', '7 PM')"
167,25.34702654657418,74.63663697001618,Address_167,35,"('6 AM', '5 PM')"
168,27.053356384533778,77.97455383312688,Address_168,4,"('10 AM', '5 PM')"
169,26.5327263077075,89.54577245049363,Address_169,12,"('4 AM', '1 PM')"
170,27.328298797721384,77.40611650830407,Address_170,30,"('10 AM', '6 PM')"
171,23.25545584010139,87.85495185707778,Address_171,24,"('2 AM', '5 PM')"
172,15.927104448639788,74.56639122914137,Address_172,26,"('3 AM', '5 PM')"
173,30.375832944993277,76.76290481173632,Address_173,15,"('6 AM', '9 PM')"
174,11.201533810219635,75.8856215113901,Address_174,49,"('12 AM', '6 PM')"
175,27.495713447152195,81.73993925325615,Address_175,31,"('11 AM', '2 PM')"
176,24.71975369713732,84.26104190950053,Address_176,20,"('2 AM', '8 PM')"
177,19.804478027802972,75.42788489155599,Address_177,19,"('12 AM', '3 PM')"
178,9.480977706660578,76.33629753815804,Address_178,10,"('9 AM', '8 PM')"
179,27.89171298289877,78.04421569960735,Address_179,11,"('9 AM', '6 PM')"
180,19.99017130733487,79.27889304400824,Address_180,50,"('1 AM', '2 PM')"
181,23.63720665237526,87.08885058487866,Address_181,18,"('12 AM', '10 PM')"
182,22.118455592153715,82.26393399394887,Address_182,45,"('8 AM', '5 PM')"
183,19.196980028553597,74.76896048152528,Address_183,5,"('4 AM', '11 PM')"
184,23.672440928229182,86.90442723833499,Address_184,18,"('9 AM', '6 PM')"
185,20.79973733770172,77.67661529710738,Address_185,16,"('12 AM', '2 PM')"
186,23.05959238228281,72.694598719226,Address_186,6,"('10 AM', '1 PM')"
187,19.049179596790943,74.68606751061593,Address_187,5,"('9 AM', '7 PM')"
188,28.809156922545093,79.03592731755576,Address_188,22,"('10 AM', '3 PM')"
189,19.41911377958652,78.25672831331251,Address_189,2,"('1 AM', '2 PM')"
190,25.122315751962045,74.68439304534303,Address_190,35,"('2 AM', '4 PM')"
191,28.72694924575366,79.06020883225057,Address_191,22,"('11 AM', '11 PM')"
192,23.702122433205993,87.0230924613352,Address_192,18,"('5 AM', '10 PM')"
193,30.213237867570815,74.22412391926235,Address_193,1,"('6 AM', '12 PM')"
194,23.36874234554135,87.69410109102606,Address_194,24,"('4 AM', '10 PM')"
195,12.905623222382317,77.66793870435815,Address_195,28,"('10 AM', '2 PM')"
196,11.285439869660106,75.84651590148752,Address_196,49,"('5 AM', '11 PM')"
197,19.262935836860215,78.24905438467492,Address_197,2,"('4 AM', '12 PM')"
198,30.33265683263118,76.69650050568589,Address_198,15,"('10 AM', '10 PM')"
199,19.239509375653476,78.28974005558142,Address_199,2,"('2 AM', '12 PM')"
200,22.022584002528134,82.07085005940273,Address_200,45,"('6 AM', '11 PM')"
201,22.94315432310429,88.334687738056,Address_201,32,"('7 AM', '1 PM')"
202,25.481178029919963,81.8398784867721,Address_202,13,"('10 AM', '3 PM')"
203,22.914174990935845,88.18556703492469,Address_203,32,"('10 AM', '9 PM')"
204,26.546767341735077,89.60680743989404,Address_204,12,"('3 AM', '12 PM')"
205,27.875736087785615,79.12762103279074,Address_205,47,"('8 AM', '10 PM')"
206,28.16707235747112,79.05376033048063,Address_206,47,"('3 AM', '8 PM')"
207,19.111579597304033,74.74558607938943,Address_207,5,"('9 AM', '2 PM')"
208,23.752659888807806,91.27227056038662,Address_208,3,"('1 AM', '3 PM')"
209,28.5180442427038,79.48895114350735,Address_209,25,"('11 AM', '3 PM')"
210,27.20750950149175,77.4898811758965,Address_210,30,"('8 AM', '5 PM')"
211,27.18855126033697,78.00677465949016,Address_211,4,"('3 AM', '4 PM')"
212,23.279467139183037,87.86099302096365,Address_212,24,"('12 AM', '3 PM')"
213,28.31429352168095,79.41743549153078,Address_213,25,"('4 AM', '11 PM')"
214,28.72630031015592,76.10774059158261,Address_214,37,"('1 AM', '2 PM')"
215,27.18916088181577,78.00692740077105,Address_215,4,"('6 AM', '11 PM')"
216,28.809883712739364,79.04241534473239,Address_216,22,"('8 AM', '9 PM')"
217,15.88065307919968,74.58905122503857,Address_217,26,"('5 AM', '4 PM')"
218,31.70683817537432,75.02992577470104,Address_218,17,"('1 AM', '3 PM')"
