customer_id,location_latitude,location_longitude,address,city_id,preferred_delivery_window
1,27.475211980729984,76.77136134104393,Address_1,14,"('5 AM', '11 PM')"
2,23.68531441715787,86.97828055392573,Address_2,18,"('10 AM', '1 PM')"
3,19.333235249974347,78.4482943822055,Address_3,2,"('1 AM', '10 PM')"
4,31.6165366792726,74.9483758945564,Address_4,17,"('4 AM', '9 PM')"
5,27.59683887124092,76.3708754926604,Address_5,14,"('6 AM', '5 PM')"
6,27.553944649182277,76.60780180974058,Address_6,14,"('6 AM', '4 PM')"
7,28.45491625167312,79.53541123915895,Address_7,25,"('5 AM', '6 PM')"
8,20.896267717670902,77.7321813290426,Address_8,16,"('7 AM', '3 PM')"
9,25.896012000462413,80.79528654427916,Address_9,21,"('3 AM', '3 PM')"
10,23.152093386622926,87.82349359518122,Address_10,24,"('8 AM', '1 PM')"
11,23.553819710997058,87.03495548158996,Address_11,18,"('4 AM', '7 PM')"
12,26.433115220471983,89.44292405999823,Address_12,12,"('11 AM', '7 PM')"
13,25.952951421151827,80.61469476169438,Address_13,21,"('6 AM', '10 PM')"
14,27.221719810443233,77.99275673492367,Address_14,4,"('12 AM', '3 PM')"
15,27.78428294947602,78.14933371743628,Address_15,11,"('2 AM', '12 PM')"
16,19.884154241614194,75.35182273553804,Address_16,19,"('10 AM', '1 PM')"
17,19.092847304614878,74.74592222156673,Address_17,5,"('6 AM', '7 PM')"
18,23.218844285336544,87.85091880452948,Address_18,24,"('3 AM', '6 PM')"
19,28.348107595885697,79.4324054460686,Address_19,25,"('8 AM', '12 PM')"
20,23.896772220850224,92.59660759408595,Address_20,7,"('11 AM', '11 PM')"
21,23.837300780004952,91.4587349512551,Address_21,3,"('7 AM', '5 PM')"
22,23.008886446420558,72.5720228657604,Address_22,6,"('2 AM', '1 PM')"
23,27.28526148546313,78.04871947237834,Address_23,4,"('5 AM', '6 PM')"
24,19.01555702493281,74.79836373446531,Address_24,5,"('7 AM', '5 PM')"
25,31.551672517886022,74.7699296481817,Address_25,17,"('6 AM', '2 PM')"
26,19.246501613841833,78.45387311965165,Address_26,2,"('4 AM', '8 PM')"
27,27.977540672518764,78.16288486104416,Address_27,11,"('1 AM', '4 PM')"
28,25.5114227507324,81.85828878573558,Address_28,13,"('10 AM', '6 PM')"
29,19.08770113178835,74.74034463272748,Address_29,5,"('1 AM', '9 PM')"
30,19.453156234680172,78.3073162222398,Address_30,2,"('12 AM', '9 PM')"
31,24.718166524636164,84.24174459166261,Address_31,20,"('5 AM', '8 PM')"
32,20.652150943757157,77.11458382191726,Address_32,9,"('11 AM', '10 PM')"
33,19.27843689371973,78.36342544837612,Address_33,2,"('4 AM', '9 PM')"
34,25.437967915583588,81.86427517063635,Address_34,13,"('5 AM', '8 PM')"
35,26.521389366754676,89.5790605128144,Address_35,12,"('1 AM', '3 PM')"
36,23.210966538432043,87.6566268018254,Address_36,24,"('11 AM', '6 PM')"
37,30.025576858713368,74.2121638179186,Address_37,1,"('2 AM', '11 PM')"
38,28.34982965893985,79.4510906944469,Address_38,25,"('7 AM', '10 PM')"
39,23.05608581204916,72.51454543021366,Address_39,6,"('10 AM', '5 PM')"
40,25.98509308488757,80.69262391744833,Address_40,21,"('6 AM', '1 PM')"
41,34.1369416741765,74.1443609028352,Address_41,23,"('11 AM', '12 PM')"
42,19.0194936933328,74.72504353338827,Address_42,5,"('12 AM', '11 PM')"
43,31.659106272095002,74.90548198696136,Address_43,17,"('7 AM', '1 PM')"
44,25.41283116703521,81.92558760428633,Address_44,13,"('1 AM', '7 PM')"
45,19.100250044615645,74.74005466096743,Address_45,5,"('4 AM', '12 PM')"
46,30.17045528306638,74.21698854467623,Address_46,1,"('4 AM', '1 PM')"
47,34.199241079229196,74.41705924268575,Address_47,23,"('2 AM', '9 PM')"
48,28.812300624423003,79.033003460101,Address_48,22,"('8 AM', '9 PM')"
49,26.531378951037524,89.47344134420534,Address_49,12,"('6 AM', '8 PM')"
50,31.59038993717281,74.92144054468768,Address_50,17,"('8 AM', '3 PM')"
51,27.895792886773638,77.88531448743903,Address_51,11,"('8 AM', '7 PM')"
